# MIST version number  = 1.2     
# MESA revision number =     7503
# photometric system   = UBV(RI)c, 2MASS, Kepler, Hipparcos, Gaia (Vega)                 
# --------------------------------------------------------------------------------------
#  Yinit        Zinit   [Fe/H]   [a/Fe]  v/vcrit                                        
# 0.2492  1.19306E-04    -2.20     0.00     0.40
# --------------------------------------------------------------------------------------
# number of isochrones =     1
# extinction:   Av, Rv =  0.000 3.100
# --------------------------------------------------------------------------------------
# number of EEPs, cols =   556   37
#   1                               2                               3                               4                               5                               6                               7                               8                               9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19                  20                  21                  22                  23                  24                  25                  26                  27                  28                  29                  30                  31                  32                  33                  34                  35                  36                  37
# EEP                isochrone_age_yr                    initial_mass                       star_mass                        log_Teff                           log_R                           log_g                           log_L                     [Fe/H]_init              [Fe/H]           Bessell_U           Bessell_B           Bessell_V           Bessell_R           Bessell_I             2MASS_J             2MASS_H            2MASS_Ks           Kepler_Kp          Kepler_D51        Hipparcos_Hp             Tycho_B             Tycho_V       Gaia_G_DR2Rev      Gaia_BP_DR2Rev      Gaia_RP_DR2Rev          Gaia_G_MAW        Gaia_BP_MAWb        Gaia_BP_MAWf         Gaia_RP_MAW                TESS         Gaia_G_EDR3        Gaia_BP_EDR3        Gaia_RP_EDR3     Gemini_NIRI_BrG    WIYN_NESSI_NB832               phase
  394         1.0079181246047623E+001         7.4280856148750218E-001         7.4251147150103436E-001         3.8150499515294731E+000        -8.4392363414889510E-002         4.4702478200029701E+000         4.6060774923882331E-002        -2.2000000000000002E+000           -2.582843            4.833614            5.144933            4.755849            4.483593            4.204636            3.874107            3.607084            3.586116            4.608195            4.858896            4.832503            5.180061            4.810255            4.650637            4.854413            4.277980            4.644953            4.863635            4.872051            4.277321            4.289590            4.648356            4.863158            4.272789            3.560761            4.144136            0.000000
  395         1.0079181246047623E+001         7.4472951501404228E-001         7.4442693685120354E-001         3.8160659637611234E+000        -8.0876088975822449E-002         4.4642137674774514E+000         5.7157372728620003E-002        -2.2000000000000002E+000           -2.589215            4.804642            5.113578            4.727108            4.456670            4.179473            3.851285            3.586209            3.565602            4.580701            4.829317            4.803369            5.148366            4.781131            4.622986            4.825052            4.252437            4.617322            4.834222            4.842572            4.251782            4.264043            4.620710            4.833752            4.247277            3.540534            4.119311            0.000000
  396         1.0079181246047623E+001         7.4661129636643930E-001         7.4630318023055375E-001         3.8170620377631481E+000        -7.7340031533759318E-002         4.4581198749713895E+000         6.8213783620845403E-002        -2.2000000000000002E+000           -2.595495            4.775834            5.082383            4.698462            4.429811            4.154347            3.828459            3.565313            3.545050            4.553288            4.799838            4.774332            5.116848            4.752104            4.595421            4.795799            4.226933            4.589777            4.804914            4.813200            4.226285            4.238536            4.593150            4.804451            4.221806            3.520266            4.094518            0.000000
  397         1.0079181246047623E+001         7.4845409367529747E-001         7.4814039780801200E-001         3.8180395496679358E+000        -7.3789672744271201E-002         4.4519771646667401E+000         7.9224548818971077E-002        -2.2000000000000002E+000           -2.601672            4.747198            5.051357            4.669923            4.403034            4.129275            3.805650            3.544419            3.524486            4.525971            4.770472            4.745406            5.085514            4.723188            4.567957            4.766668            4.201489            4.562331            4.775723            4.783950            4.200845            4.213086            4.565691            4.775268            4.196393            3.499982            4.069774            0.000000
  398         1.0079181246047623E+001         7.5025866707672106E-001         7.4993933835651239E-001         3.8189965468293283E+000        -7.0217825057906968E-002         4.4457716422607083E+000         9.0196232837270518E-002        -2.2000000000000002E+000           -2.607859            4.718721            5.020491            4.641481            4.376323            4.104238            3.782835            3.523497            3.503876            4.498735            4.741210            4.716581            5.054356            4.694373            4.540578            4.737648            4.176085            4.534972            4.746640            4.754811            4.175446            4.187676            4.538317            4.746193            4.171020            3.479650            4.045061            0.000000
  399         1.0079181246047623E+001         7.5202556922908337E-001         7.5170056503861471E-001         3.8199337571267824E+000        -6.6628172463723323E-002         4.4395109732541940E+000         1.0112437921545583E-001        -2.2000000000000002E+000           -2.614043            4.690409            4.989792            4.613147            4.349691            4.079250            3.760029            3.502563            3.483242            4.471592            4.712064            4.687869            5.023378            4.665669            4.513297            4.708750            4.150735            4.507710            4.717674            4.725794            4.150100            4.162319            4.511042            4.717236            4.145700            3.459287            4.020393            0.000000
  400         1.0079181246047623E+001         7.5375570938870118E-001         7.5342497954503751E-001         3.8208505835210254E+000        -6.3018403506767420E-002         4.4331909705409744E+000         1.1201122270633852E-001        -2.2000000000000002E+000           -2.619861            4.662260            4.959250            4.584910            4.323127            4.054301            3.737221            3.481606            3.462568            4.444532            4.683024            4.659257            4.992572            4.637067            4.486100            4.679964            4.125429            4.480533            4.688818            4.696889            4.124798            4.137004            4.483851            4.688388            4.120423            3.438882            3.995759            0.000000
  401         1.0079181246047623E+001         7.5544819177245992E-001         7.5511169107670439E-001         3.8217471361840216E+000        -5.9388823217969261E-002         4.4268117313841895E+000         1.2285659393592104E-001        -2.2000000000000002E+000           -2.625689            4.634268            4.928872            4.556778            4.296638            4.029396            3.714413            3.460625            3.441857            4.417561            4.654101            4.630757            4.961943            4.608575            4.458995            4.651298            4.100171            4.453448            4.660079            4.668104            4.099545            4.111738            4.456754            4.659658            4.095195            3.418434            3.971163            0.000000
  402         1.0079181246047623E+001         7.5710514509135418E-001         7.5676282569583675E-001         3.8226225160485092E+000        -5.5738213139700815E-002         4.4203719778489470E+000         1.3365933355040660E-001        -2.2000000000000002E+000           -2.630946            4.606441            4.898650            4.528745            4.270218            4.004528            3.691601            3.439615            3.421104            4.390670            4.625288            4.602362            4.931484            4.580187            4.431975            4.622746            4.074955            4.426448            4.631452            4.639435            4.074333            4.086513            4.429741            4.631040            4.070008            3.397939            3.946599            0.000000
  403         1.0079181246047623E+001         7.5872661610491643E-001         7.5837843116129022E-001         3.8234774967958582E+000        -5.2068851380560881E-002         4.4138763296278727E+000         1.4441798005808393E-001        -2.2000000000000002E+000           -2.635695            4.578778            4.868589            4.500816            4.243871            3.979704            3.668791            3.418584            3.400317            4.363869            4.596591            4.574077            4.901199            4.551909            4.405046            4.594315            4.049790            4.399539            4.602942            4.610886            4.049171            4.061337            4.402820            4.602540            4.044871            3.377405            3.922076            0.000000
  404         1.0079181246047623E+001         7.6031253526278819E-001         7.5995844303747884E-001         3.8243107184994622E+000        -4.8377417334084072E-002         4.4073181415562450E+000         1.5513373496545357E-001        -2.2000000000000002E+000           -2.640471            4.551275            4.838698            4.473000            4.217606            3.954928            3.645981            3.397522            3.379486            4.337161            4.568021            4.545911            4.871095            4.523751            4.378213            4.566011            4.024677            4.372725            4.574560            4.582467            4.024063            4.036212            4.375995            4.574166            4.019785            3.356821            3.897593            0.000000
  405         1.0079181246047623E+001         7.6186412201556541E-001         7.6150407639193840E-001         3.8251230365318105E+000        -4.4666424758274766E-002         4.4007030484153482E+000         1.6580499224646134E-001        -2.2000000000000002E+000           -2.645056            4.523933            4.808976            4.445298            4.191424            3.930202            3.623177            3.376436            3.358619            4.310550            4.539579            4.517867            4.841170            4.495714            4.351478            4.537838            3.999620            4.346011            4.546305            4.554178            3.999010            4.011143            4.349268            4.545920            3.994756            3.336196            3.873156            0.000000
  406         1.0079181246047623E+001         7.6338166585404110E-001         7.6301562291854086E-001         3.8259144109407819E+000        -4.0934762423080695E-002         4.3940290172403600E+000         1.7643381455273777E-001        -2.2000000000000002E+000           -2.649426            4.496746            4.779415            4.417706            4.165320            3.905522            3.600372            3.355322            3.337712            4.284029            4.511261            4.489938            4.811418            4.467792            4.324835            4.509788            3.974615            4.319388            4.518173            4.526015            3.974009            3.986125            4.322634            4.517797            3.969777            3.315524            3.848759            0.000000
  407         1.0079181246047623E+001         7.6486617174022675E-001         7.6449408610609049E-001         3.8266849890248746E+000        -3.7181510319408896E-002         4.3872947131557058E+000         1.8702263109645273E-001        -2.2000000000000002E+000           -2.653572            4.469707            4.750009            4.390216            4.139288            3.880882            3.577563            3.334172            3.316758            4.257591            4.483059            4.462119            4.781830            4.439979            4.298277            4.481856            3.949655            4.292852            4.490157            4.497970            3.949053            3.961152            4.296087            4.489791            3.944844            3.294800            3.824397            0.000000
  408         1.0079181246047623E+001         7.6631808961490178E-001         7.6593991668496386E-001         3.8274345508039254E+000        -3.3405576845370773E-002         4.3804982235146266E+000         1.9757274516073273E-001        -2.2000000000000002E+000           -2.657462            4.442811            4.720754            4.362827            4.113326            3.856279            3.554745            3.312982            3.295753            4.231235            4.454974            4.434408            4.752402            4.412274            4.271802            4.454040            3.924738            4.266398            4.462256            4.470043            3.924140            3.936220            4.269622            4.461899            3.919952            3.274019            3.800066            0.000000
  409         1.0079181246047623E+001         7.6773810153249822E-001         7.6735379627891132E-001         3.8281628846725448E+000        -2.9608206631710560E-002         4.3736424108508016E+000         2.0808082106253084E-001        -2.2000000000000002E+000           -2.661124            4.416064            4.691660            4.335548            4.087441            3.831721            3.531926            3.291757            3.274704            4.204969            4.427013            4.406814            4.723145            4.384686            4.245419            4.426349            3.899871            4.240036            4.434480            4.442242            3.899277            3.911339            4.243249            4.434131            3.895111            3.253187            3.775775            0.000000
  410         1.0079181246047623E+001         7.6912803183739065E-001         7.6873754460582444E-001         3.8288701851785714E+000        -2.5787198594705525E-002         4.3667237592579449E+000         2.1855203916064425E-001        -2.2000000000000002E+000           -2.665353            4.389451            4.662727            4.308383            4.061639            3.807209            3.509101            3.270491            3.253603            4.178795            4.399181            4.379340            4.694056            4.357219            4.219129            4.398785            3.875057            4.213767            4.406829            4.414569            3.874467            3.886509            4.216969            4.406489            3.870321            3.232297            3.751523            0.000000
  411         1.0079181246047623E+001         7.7048763825107069E-001         7.7009092137715174E-001         3.8295559717330399E+000        -2.1943017091616779E-002         4.3597431862534552E+000         2.2898354838469831E-001        -2.2000000000000002E+000           -2.668944            4.362982            4.633943            4.281315            4.035902            3.782729            3.486264            3.249178            3.232446            4.152699            4.371464            4.351973            4.665124            4.329858            4.192917            4.371335            3.850282            4.187577            4.379292            4.387012            3.849696            3.861718            4.190769            4.378962            3.845570            3.211344            3.727299            0.000000
  412         1.0079181246047623E+001         7.7181990957788238E-001         7.7141690511989935E-001         3.8302215907279136E+000        -1.8072242205290266E-002         4.3526953579406236E+000         2.3938757413684639E-001        -2.2000000000000002E+000           -2.670924            4.336629            4.605255            4.254298            4.010183            3.758242            3.463381            3.227795            3.211209            4.126633            4.343814            4.324663            4.636301            4.302553            4.166738            4.343950            3.825504            4.161419            4.351820            4.359521            3.824922            3.836924            4.164601            4.351498            3.820816            3.190305            3.703062            0.000000
  413         1.0079181246047623E+001         7.7312467790198547E-001         7.7271532770154017E-001         3.8308649619793735E+000        -1.4173281927319183E-002         4.3455770154722444E+000         2.4975897969862765E-001        -2.2000000000000002E+000           -2.673412            4.310397            4.576721            4.227385            3.984535            3.733787            3.440475            3.206347            3.189899            4.100647            4.316285            4.297464            4.607636            4.275360            4.140641            4.316684            3.800765            4.135343            4.324467            4.332151            3.800186            3.812167            4.138515            4.324153            3.796100            3.169185            3.678851            0.000000
  414         1.0079181246047623E+001         7.7440242027962136E-001         7.7398666493120283E-001         3.8314865431405107E+000        -1.0248881601472569E-002         4.3383938814150484E+000         2.6009410499487134E-001        -2.2000000000000002E+000           -2.676206            4.284292            4.548343            4.200580            3.958963            3.709372            3.417558            3.184847            3.168528            4.074749            4.288881            4.270383            4.579134            4.248285            4.114631            4.289540            3.776072            4.109355            4.297237            4.304906            3.775497            3.787457            4.112517            4.296931            3.771429            3.147998            3.654672            0.000000
  415         1.0079181246047623E+001         7.7565534779490353E-001         7.7523312296107849E-001         3.8320866354397323E+000        -6.2971630201763430E-003         4.3311433364729668E+000         2.7039791135434577E-001        -2.2000000000000002E+000           -2.678259            4.258307            4.520091            4.173855            3.933436            3.684969            3.394607            3.163279            3.147080            4.048906            4.261574            4.243389            4.550765            4.221296            4.088678            4.262491            3.751398            4.083425            4.270100            4.277756            3.750827            3.762765            4.086577            4.269803            3.746778            3.126727            3.630501            0.000000
  416         1.0079181246047623E+001         7.7688484764844012E-001         7.7645608400793953E-001         3.8326649354827369E+000        -2.3158864683892728E-003         4.3238216304409676E+000         2.8067366462993920E-001        -2.2000000000000002E+000           -2.681679            4.232424            4.491992            4.147237            3.907984            3.660601            3.371634            3.141643            3.125557            4.023149            4.234392            4.216510            4.522553            4.194424            4.062811            4.235562            3.726767            4.057580            4.243084            4.250729            3.726199            3.738116            4.060722            4.242796            3.722167            3.105373            3.606357            0.000000
  417         1.0079181246047623E+001         7.7809237991028413E-001         7.7765700145850158E-001         3.8332223337392506E+000         1.6965666855902040E-003         4.3164262770952639E+000         2.9092816396395282E-001        -2.2000000000000002E+000           -2.682425            4.206642            4.463960            4.120641            3.882519            3.636195            3.348587            3.119907            3.103925            3.997390            4.207248            4.189661            4.494420            4.167579            4.036946            4.208671            3.702102            4.031736            4.216106            4.223740            3.701539            3.713433            4.034870            4.215826            3.697524            3.083905            3.582171            0.000000
  418         1.0079181246047623E+001         7.7927552712064463E-001         7.7883346402429277E-001         3.8337551785462400E+000         5.7413551713790378E-003         4.3089536363761285E+000         3.0114912016349105E-001        -2.2000000000000002E+000           -2.686414            4.180966            4.436134            4.094201            3.857173            3.611857            3.325534            3.098104            3.082220            3.971761            4.180279            4.162976            4.466490            4.140901            4.011209            4.181947            3.677516            4.006021            4.189297            4.196923            3.676955            3.688828            4.009145            4.189024            3.672957            3.062353            3.558043            0.000000
  419         1.0079181246047623E+001         7.8043533103107976E-001         7.7998651770311977E-001         3.8342666025818106E+000         9.8110715869252126E-003         4.3014189511956218E+000         3.1133424913686403E-001        -2.2000000000000002E+000           -2.685866            4.155436            4.408386            4.067790            3.831821            3.587492            3.302426            3.076226            3.060430            3.946136            4.153360            4.136329            4.438654            4.114258            3.985482            4.155272            3.652906            3.980316            4.162536            4.170154            3.652349            3.664200            3.983431            4.162271            3.648368            3.040713            3.533885            0.000000
  420         1.0079181246047623E+001         7.8157129265725322E-001         7.8111566870314886E-001         3.8347529959142452E+000         1.3910775666233314E-002         4.2938118170184758E+000         3.2147923062522132E-001        -2.2000000000000002E+000           -2.688599            4.130027            4.380861            4.041554            3.806604            3.563211            3.279326            3.054292            3.038579            3.920658            4.126634            4.109866            4.411041            4.087801            3.959901            4.128782            3.628392            3.954757            4.135962            4.143575            3.627837            3.639666            3.957863            4.135705            3.623871            3.019001            3.509800            0.000000
  421         1.0079181246047623E+001         7.8268048168764204E-001         7.8221800112004614E-001         3.8352143002467978E+000         1.8034501753461198E-002         4.2861425811466214E+000         3.3157190012988513E-001        -2.2000000000000002E+000           -2.689509            4.104793            4.353512            4.015439            3.781467            3.538973            3.256220            3.032311            3.016672            3.895272            4.100051            4.083533            4.383611            4.061474            3.934416            4.102431            3.603927            3.929293            4.109528            4.117136            3.603376            3.615182            3.932391            4.109278            3.599425            2.997226            3.485752            0.000000
  422         1.0079181246047623E+001         7.8376393152637391E-001         7.8329455846993445E-001         3.8356496101086015E+000         2.2180771636839867E-002         4.2784146281890507E+000         3.4160567934385644E-001        -2.2000000000000002E+000           -2.689767            4.079744            4.326376            3.989484            3.756447            3.514811            3.233130            3.010297            2.994725            3.870016            4.073650            4.057370            4.356402            4.035316            3.909062            4.076256            3.579547            3.903960            4.083271            4.090875            3.578999            3.590783            3.907050            4.083028            3.575062            2.975403            3.461772            0.000000
  423         1.0079181246047623E+001         7.8482158182659123E-001         7.8434528378854940E-001         3.8360576284976040E+000         2.6353435385347783E-002         4.2706202017084198E+000         3.5158308039688191E-001        -2.2000000000000002E+000           -2.690886            4.054868            4.299475            3.963708            3.731561            3.490733            3.210056            2.988240            2.972728            3.844906            4.047450            4.031396            4.329432            4.009347            3.883857            4.050275            3.555263            3.878776            4.057208            4.064811            3.554717            3.566479            3.881858            4.056973            3.550794            2.953521            3.437867            0.000000
  424         1.0079181246047623E+001         7.8585029683478158E-001         7.8536705793569395E-001         3.8364378871009741E+000         3.0543951048347794E-002         4.2627746577902821E+000         3.6148514613636051E-001        -2.2000000000000002E+000           -2.692135            4.030215            4.272847            3.938148            3.706845            3.466779            3.187038            2.966182            2.950724            3.819979            4.021489            4.005648            4.302739            3.983606            3.858838            4.024525            3.531111            3.853778            4.031379            4.038981            3.530568            3.542309            3.856852            4.031151            3.526658            2.931622            3.414076            0.000000
  425         1.0079181246047623E+001         7.8685035058523045E-001         7.8636016848665280E-001         3.8367874399693767E+000         3.4753845802352995E-002         4.2548749966047250E+000         3.7130314711798251E-001        -2.2000000000000002E+000           -2.693425            4.005809            4.246523            3.912827            3.682317            3.442961            3.164082            2.944121            2.928710            3.795255            3.995794            3.980152            4.276356            3.958115            3.834024            3.999033            3.507106            3.828985            4.005810            4.013412            3.506565            3.518285            3.832051            4.005589            3.502667            2.909703            3.390411            0.000000
  426         1.0079181246047623E+001         7.8782033388902439E-001         7.8732321327487154E-001         3.8371048613296339E+000         3.8982215186162114E-002         4.2469223275863683E+000         3.8102957132663240E-001        -2.2000000000000002E+000           -2.694008            3.981672            4.220515            3.887757            3.657983            3.419284            3.141194            2.922065            2.906692            3.770741            3.970376            3.954917            4.250296            3.932886            3.809425            3.973809            3.483255            3.804405            3.980510            3.988116            3.482716            3.494416            3.807464            3.980297            3.478830            2.887772            3.366877            0.000000
  427         1.0079181246047623E+001         7.8875970286082819E-001         7.8825567158633736E-001         3.8373900511314041E+000         4.3221767793752669E-002         4.2389309346264659E+000         3.9064943574889283E-001        -2.2000000000000002E+000           -2.694351            3.957838            4.194871            3.862983            3.633890            3.395793            3.118415            2.900051            2.884709            3.746483            3.945281            3.929991            4.224606            3.907965            3.785086            3.948899            3.459603            3.780085            3.955528            3.963136            3.459065            3.470745            3.783137            3.955320            3.455189            2.865865            3.343519            0.000000
  428         1.0079181246047623E+001         7.8966790213404414E-001         7.8915698698687531E-001         3.8376381467955190E+000         4.7485831331942153E-002         4.2308740399709288E+000         4.0016994548173207E-001        -2.2000000000000002E+000           -2.696641            3.934286            4.169618            3.838524            3.610051            3.372487            3.095723            2.878036            2.862720            3.722496            3.920532            3.905393            4.199308            3.883375            3.761020            3.924323            3.436149            3.756038            3.930881            3.938495            3.435614            3.447274            3.759083            3.930680            3.431747            2.843940            3.320330            0.000000
  429         1.0079181246047623E+001         7.9054391737981589E-001         7.9002616891145672E-001         3.8378502040377414E+000         5.1758330294867760E-002         4.2227833022513561E+000         4.0956317237647244E-001        -2.2000000000000002E+000           -2.695064            3.911106            4.144741            3.814364            3.586444            3.349362            3.073143            2.856072            2.840772            3.698759            3.896114            3.881109            4.174401            3.859095            3.737214            3.900069            3.412890            3.732249            3.906559            3.914180            3.412356            3.423998            3.735288            3.906364            3.408498            2.822047            3.297314            0.000000
  430         1.0079181246047623E+001         7.9138734534184652E-001         7.9086282270123420E-001         3.8380217225981372E+000         5.6047805149873897E-002         4.2146416286548893E+000         4.1882819632806889E-001        -2.2000000000000002E+000           -2.695667            3.888279            4.120344            3.790601            3.563166            3.326490            3.050708            2.834157            2.818866            3.675370            3.872127            3.857236            4.149976            3.835228            3.713758            3.876231            3.389900            3.708810            3.882657            3.890285            3.389367            3.400992            3.711843            3.882468            3.385516            2.800182            3.274534            0.000000
  431         1.0079181246047623E+001         7.9219932752012179E-001         7.9166809121147619E-001         3.8381524082771938E+000         6.0357302197958637E-002         4.2064435823966315E+000         4.2796993314046455E-001        -2.2000000000000002E+000           -2.696143            3.865803            4.096384            3.767190            3.540168            3.303826            3.028382            2.812263            2.796974            3.652279            3.848526            3.833730            4.125994            3.811728            3.690607            3.852767            3.367135            3.685675            3.859132            3.866770            3.366602            3.378211            3.688702            3.858948            3.362758            2.778319            3.251949            0.000000
  432         1.0079181246047623E+001         7.9298051490185828E-001         7.9244262993668113E-001         3.8382421586036379E+000         6.4688045999050647E-002         4.1981870706059432E+000         4.3699042204842664E-001        -2.2000000000000002E+000           -2.696008            3.843675            4.072849            3.744118            3.517436            3.281360            3.006158            2.790384            2.775089            3.629475            3.825299            3.810580            4.102445            3.788583            3.667749            3.829665            3.344584            3.662832            3.835972            3.843620            3.344051            3.355645            3.665854            3.835793            3.340212            2.756451            3.229547            0.000000
  433         1.0079181246047623E+001         7.9373186183054112E-001         7.9318739771970659E-001         3.8382907815964922E+000         6.9037744808061616E-002         4.1898772315445765E+000         4.4588431163786257E-001        -2.2000000000000002E+000           -2.695796            3.821905            4.049762            3.721408            3.494993            3.259112            2.984053            2.768533            2.753226            3.606979            3.802469            3.787806            4.079350            3.765815            3.645205            3.806946            3.322267            3.640302            3.813198            3.820859            3.321735            3.333315            3.643320            3.813025            3.317899            2.734593            3.207349            0.000000
  434         1.0079181246047623E+001         7.9445456200765374E-001         7.9390358716859977E-001         3.8382977778246170E+000         7.3412556087755015E-002         4.1815023163414011E+000         4.5466191910974951E-001        -2.2000000000000002E+000           -2.696861            3.800463            4.027118            3.699055            3.472835            3.237073            2.962050            2.746689            2.731362            3.584788            3.780030            3.765405            4.056701            3.743420            3.622971            3.784605            3.300176            3.618080            3.790806            3.798481            3.299644            3.311212            3.621094            3.790638            3.295811            2.712721            3.185344            0.000000
  435         1.0079181246047623E+001         7.9515067428977049E-001         7.9459325050678764E-001         3.8382645524001822E+000         7.7813381106796128E-002         4.1730615524755192E+000         4.6333066745009205E-001        -2.2000000000000002E+000           -2.695522            3.779344            4.004844            3.676986            3.450886            3.215180            2.940105            2.724823            2.709469            3.562824            3.757911            3.743303            4.034434            3.721323            3.600974            3.762571            3.278248            3.596096            3.768724            3.776415            3.277715            3.289271            3.599106            3.768561            3.273884            2.690810            3.163472            0.000000
  436         1.0079181246047623E+001         7.9582208669074217E-001         7.9525826850842762E-001         3.8381899551204377E+000         8.2246537338460060E-002         4.1645432348794822E+000         4.7189859079444124E-001        -2.2000000000000002E+000           -2.695464            3.758514            3.982973            3.655235            3.429184            3.193458            2.918224            2.702925            2.687538            3.541127            3.736146            3.721535            4.012575            3.699561            3.579247            3.740877            3.256507            3.574380            3.746986            3.754693            3.255974            3.267519            3.577387            3.746826            3.252143            2.668848            3.141756            0.000000
  437         1.0079181246047623E+001         7.9646944451747981E-001         7.9589928949147004E-001         3.8380739677330373E+000         8.6712692564904076E-002         4.1559463453307828E+000         4.8036695169773103E-001        -2.2000000000000002E+000           -2.695202            3.737977            3.961485            3.633780            3.407703            3.171886            2.896394            2.680987            2.665559            3.519670            3.714711            3.700078            3.991104            3.678110            3.557768            3.719501            3.234933            3.552910            3.725568            3.733294            3.234399            3.245935            3.555915            3.725413            3.230567            2.646826            3.120174            0.000000
  438         1.0079181246047623E+001         7.9709321292954238E-001         7.9651678394617065E-001         3.8379173400804154E+000         9.1210416264574171E-002         4.1472739845088773E+000         4.8873588848657856E-001        -2.2000000000000002E+000           -2.695637            3.717728            3.940391            3.612633            3.386457            3.150476            2.874623            2.659014            2.643540            3.498466            3.693619            3.678945            3.970031            3.656982            3.536548            3.698452            3.213539            3.531698            3.704483            3.712228            3.213003            3.224532            3.534701            3.704331            3.209169            2.624752            3.098740            0.000000
  439         1.0079181246047623E+001         7.9769366502136119E-001         7.9711102763613684E-001         3.8377198804437387E+000         9.5739644109749750E-002         4.1385264543539488E+000         4.9700450563022813E-001        -2.2000000000000002E+000           -2.695146            3.697775            3.919671            3.591774            3.365424            3.129211            2.852901            2.637002            2.621475            3.477493            3.672852            3.658115            3.949342            3.636158            3.515568            3.677716            3.192306            3.510725            3.683712            3.691478            3.191769            3.203291            3.513726            3.683564            3.187932            2.602621            3.077435            0.000000
  440         1.0079181246047623E+001         7.9827068820341895E-001         7.9768191832291557E-001         3.8374793142788342E+000         1.0030187333274618E-001         4.1297007218103552E+000         5.0516669941660031E-001        -2.2000000000000002E+000           -2.693842            3.678138            3.899352            3.571224            3.344620            3.108102            2.831233            2.614950            2.599363            3.456769            3.652431            3.637612            3.929063            3.615659            3.494845            3.657312            3.171247            3.490008            3.663277            3.671067            3.170708            3.182225            3.493008            3.663133            3.166867            2.580432            3.056273            0.000000
  441         1.0079181246047623E+001         7.9882600162234985E-001         7.9823116768858482E-001         3.8371967754139429E+000         1.0490030628296540E-001         4.1207912940963229E+000         5.1323340985747301E-001        -2.2000000000000002E+000           -2.692849            3.658784            3.879420            3.550971            3.324038            3.087140            2.809607            2.592845            2.577190            3.436285            3.632345            3.617421            3.909176            3.595474            3.474368            3.637228            3.150353            3.469536            3.643167            3.650981            3.149812            3.161325            3.472536            3.643025            3.145965            2.558170            3.035241            0.000000
  442         1.0079181246047623E+001         7.9936086276549534E-001         7.9876002929618783E-001         3.8368732412312414E+000         1.0953432056164825E-001         4.1118000855326251E+000         5.2120730168403595E-001        -2.2000000000000002E+000           -2.692677            3.639702            3.859873            3.531015            3.303678            3.066327            2.788025            2.570688            2.554960            3.416041            3.612592            3.597545            3.889680            3.575602            3.454138            3.617463            3.129626            3.449309            3.623379            3.631220            3.129081            3.140593            3.452309            3.623240            3.125227            2.535839            3.014343            0.000000
  443         1.0079181246047623E+001         7.9987467889474262E-001         7.9926792622835852E-001         3.8365088519742878E+000         1.1419962332672796E-001         4.1027353787617811E+000         5.2908035018638022E-001        -2.2000000000000002E+000           -2.691186            3.620923            3.840704            3.511348            3.283529            3.045657            2.766490            2.548490            2.532681            3.396025            3.593165            3.577973            3.870571            3.556035            3.434146            3.598011            3.109059            3.429318            3.603907            3.611776            3.108511            3.120021            3.432320            3.603771            3.104649            2.513449            2.993573            0.000000
  444         1.0079181246047623E+001         8.0036851601835712E-001         7.9975592418357677E-001         3.8361043098382259E+000         1.1889920235491355E-001         4.0935916949942843E+000         5.3686133969849981E-001        -2.2000000000000002E+000           -2.690811            3.602414            3.821923            3.491982            3.263608            3.025143            2.745008            2.526248            2.510353            3.376253            3.574075            3.558719            3.851854            3.536785            3.414404            3.578882            3.088664            3.409577            3.584761            3.592660            3.088113            3.099623            3.412580            3.584627            3.084242            2.490999            2.972943            0.000000
  445         1.0079181246047623E+001         8.0084190913647690E-001         8.0022357060214588E-001         3.8356577776623739E+000         1.2363168588573786E-001         4.0843714774133613E+000         5.4454017805674226E-001        -2.2000000000000002E+000           -2.689412            3.584214            3.803535            3.472916            3.243906            3.004777            2.723573            2.503963            2.487974            3.356719            3.555324            3.539781            3.833541            3.517853            3.394909            3.560077            3.068437            3.390081            3.565944            3.573875            3.067882            3.079394            3.393087            3.565813            3.064000            2.468486            2.952446            0.000000
  446         1.0079181246047623E+001         8.0129490829771766E-001         8.0067092590772293E-001         3.8351690670582519E+000         1.2838946680373772E-001         4.0750900146214022E+000         5.5210089747625635E-001        -2.2000000000000002E+000           -2.689218            3.566351            3.785613            3.454223            3.224500            2.984630            2.702246            2.481682            2.465593            3.337496            3.536984            3.521235            3.815699            3.499311            3.375732            3.541669            3.048445            3.370902            3.547528            3.555492            3.047886            3.059401            3.373910            3.547398            3.043992            2.445961            2.932151            0.000000
  447         1.0079181246047623E+001         8.0172833444011093E-001         8.0109880576236403E-001         3.8346382809267281E+000         1.3317529713362042E-001         4.0657422425967535E+000         5.5954941360992561E-001        -2.2000000000000002E+000           -2.686638            3.548830            3.768095            3.435839            3.205320            2.964642            2.680984            2.459380            2.443183            3.318516            3.518995            3.503014            3.798275            3.481094            3.356812            3.523597            3.028631            3.351976            3.529451            3.537450            3.028068            3.039587            3.354989            3.529322            3.024161            2.423395            2.912002            0.000000
  448         1.0079181246047623E+001         8.0214229262256620E-001         8.0150732021862914E-001         3.8340625840699718E+000         1.3799321583461416E-001         4.0563201561352518E+000         5.6688246358488770E-001        -2.2000000000000002E+000           -2.685581            3.531644            3.751055            3.417831            3.186431            2.944863            2.659813            2.437058            2.420745            3.299845            3.501422            3.485189            3.781334            3.463273            3.338207            3.505926            3.009046            3.333365            3.511779            3.519816            3.008478            3.020003            3.336383            3.511652            3.004557            2.400790            2.892043            0.000000
