# MIST version number  = 1.2     
# MESA revision number =     7503
# photometric system   = UBV(RI)c, 2MASS, Kepler, Hipparcos, Gaia (Vega)                 
# --------------------------------------------------------------------------------------
#  Yinit        Zinit   [Fe/H]   [a/Fe]  v/vcrit                                        
# 0.2492  1.19306E-04    -2.20     0.00     0.40
# --------------------------------------------------------------------------------------
# number of isochrones =     1
# extinction:   Av, Rv =  0.000 3.100
# --------------------------------------------------------------------------------------
# number of EEPs, cols =   556   37
#   1                               2                               3                               4                               5                               6                               7                               8                               9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19                  20                  21                  22                  23                  24                  25                  26                  27                  28                  29                  30                  31                  32                  33                  34                  35                  36                  37
# EEP                isochrone_age_yr                    initial_mass                       star_mass                        log_Teff                           log_R                           log_g                           log_L                     [Fe/H]_init              [Fe/H]           Bessell_U           Bessell_B           Bessell_V           Bessell_R           Bessell_I             2MASS_J             2MASS_H            2MASS_Ks           Kepler_Kp          Kepler_D51        Hipparcos_Hp             Tycho_B             Tycho_V       Gaia_G_DR2Rev      Gaia_BP_DR2Rev      Gaia_RP_DR2Rev          Gaia_G_MAW        Gaia_BP_MAWb        Gaia_BP_MAWf         Gaia_RP_MAW                TESS         Gaia_G_EDR3        Gaia_BP_EDR3        Gaia_RP_EDR3     Gemini_NIRI_BrG    WIYN_NESSI_NB832               phase
  491         1.0079181246047623E+001         8.1369029943842652E-001         8.1263328177948269E-001         3.7531596155494449E+000         5.6954959025632612E-001         3.1990297598162369E+000         1.1063833383462041E+000        -2.2000000000000002E+000           -2.336599            2.471159            2.669486            2.139264            1.775919            1.405337            0.922471            0.537916            0.492792            1.928139            2.280746            2.233964            2.732382            2.211857            1.979467            2.281116            1.496096            1.973547            2.285020            2.301241            1.494924            1.505186            1.977869            2.285175            1.489140            0.455470            1.327424            2.000000
  492         1.0079181246047623E+001         8.1382390840259866E-001         8.1274776278862149E-001         3.7520157509233663E+000         5.8021514001278318E-001         3.1777580391949201E+000         1.1231389793548043E+000        -2.2000000000000002E+000           -2.335799            2.437088            2.632649            2.099065            1.733811            1.361356            0.875409            0.488318            0.442773            1.886432            2.241401            2.194142            2.696310            2.172064            1.938004            2.241803            1.452466            1.932062            2.245625            2.262008            1.451280            1.461491            1.936415            2.245792            1.445473            0.405293            1.283091            2.000000
  493         1.0079181246047623E+001         8.1395402447403575E-001         8.1285802226053772E-001         3.7508832122944806E+000         5.9087447295246853E-001         3.1564964795626231E+000         1.1399274907186285E+000        -2.2000000000000002E+000           -2.335055            2.403004            2.595773            2.058820            1.691651            1.317343            0.828329            0.438714            0.392754            1.844688            2.202009            2.154272            2.660213            2.132224            1.896497            2.202442            1.408802            1.890534            2.206182            2.222727            1.407603            1.417762            1.894916            2.206361            1.401772            0.355121            1.238725            2.000000
  494         1.0079181246047623E+001         8.1408067139341067E-001         8.1296405812298045E-001         3.7497584741487548E+000         6.0153203032808933E-001         3.1352361896376078E+000         1.1567436528869683E+000        -2.2000000000000002E+000           -2.334328            2.368943            2.558886            2.018543            1.649448            1.273302            0.781230            0.389099            0.342726            1.802920            2.162588            2.114371            2.624119            2.092354            1.854959            2.163051            1.365110            1.848976            2.166710            2.183416            1.363898            1.374006            1.853387            2.166900            1.358044            0.304945            1.194331            2.000000
  495         1.0079181246047623E+001         8.1420404120092804E-001         8.1306604402255900E-001         3.7486413924004482E+000         6.1218692053711177E-001         3.1139790325754206E+000         1.1735851063117853E+000        -2.2000000000000002E+000           -2.333641            2.334916            2.521996            1.978241            1.607207            1.229238            0.734117            0.339475            0.292692            1.761136            2.123145            2.074445            2.588043            2.052458            1.813396            2.123638            1.321396            1.807395            2.127215            2.144084            1.320171            1.330228            1.811834            2.127417            1.314294            0.254769            1.149914            2.000000
  496         1.0079181246047623E+001         8.1432446746999987E-001         8.1316429699809833E-001         3.7475279337883931E+000         6.2284739934347888E-001         3.0927086541643014E+000         1.1904522294763005E+000        -2.2000000000000002E+000           -2.332988            2.300957            2.485123            1.937920            1.564923            1.185141            0.686967            0.289816            0.242621            1.719336            2.083687            2.034501            2.552013            2.012546            1.771810            2.084212            1.277650            1.765792            2.087706            2.104739            1.276412            1.286418            1.770258            2.087920            1.270511            0.204559            1.105463            2.000000
  497         1.0079181246047623E+001         8.1444228303413491E-001         8.1325911274116791E-001         3.7464196362555544E+000         6.3351013877726703E-001         3.0714318440364012E+000         1.2073445182125244E+000        -2.2000000000000002E+000           -2.332330            2.267061            2.448258            1.897575            1.522596            1.141014            0.639791            0.240136            0.192529            1.677520            2.044209            1.994535            2.516009            1.972611            1.730200            2.044767            1.233875            1.724166            2.048177            2.065375            1.232624            1.242580            1.728658            2.048404            1.226700            0.154332            1.060981            2.000000
  498         1.0079181246047623E+001         8.1455715807412066E-001         8.1335017512505781E-001         3.7453140011428272E+000         6.4417506859272167E-001         3.0501485836525832E+000         1.2242518373925240E+000        -2.2000000000000002E+000           -2.331745            2.233279            2.411443            1.857237            1.480250            1.096879            0.592601            0.190442            0.142420            1.635718            2.004746            1.954580            2.480077            1.932687            1.688595            2.005338            1.190094            1.682546            2.008664            2.026029            1.188830            1.198735            1.687062            2.008904            1.182882            0.104093            1.016487            2.000000
  499         1.0079181246047623E+001         8.1466906240880443E-001         8.1343744500918147E-001         3.7442067085600375E+000         6.5484485482018906E-001         3.0288535301182238E+000         1.2411622395162998E+000        -2.2000000000000002E+000           -2.331187            2.199679            2.374732            1.816943            1.437910            1.052756            0.545409            0.140739            0.092297            1.593961            1.965337            1.914673            2.444273            1.892811            1.647025            1.965964            1.146327            1.640963            1.969205            1.986739            1.145050            1.154905            1.645504            1.969458            1.139079            0.053843            0.972003            2.000000
  500         1.0079181246047623E+001         8.1477826599674241E-001         8.1352112289336276E-001         3.7431019335903151E+000         6.6550849937819323E-001         3.0075687842645671E+000         1.2580704287534168E+000        -2.2000000000000002E+000           -2.330526            2.166257            2.338115            1.776695            1.395586            1.008661            0.498243            0.091066            0.042199            1.552258            1.925980            1.874816            2.408587            1.852984            1.605500            1.926647            1.102591            1.599427            1.929802            1.947507            1.101301            1.111106            1.603991            1.930067            1.095306            0.003622            0.927545            2.000000
  501         1.0079181246047623E+001         8.1488457053700147E-001         8.1360106188185599E-001         3.7419938188991502E+000         6.7617409993796840E-001         2.9862780643956048E+000         1.2749691711083075E+000        -2.2000000000000002E+000           -2.329955            2.133576            2.301609            1.736381            1.353132            0.964448            0.451021            0.041488           -0.007865            1.510484            1.886581            1.834920            2.373085            1.813106            1.563904            1.887337            1.058735            1.557829            1.890388            1.908279            1.057436            1.067187            1.562410            1.890665            1.051413           -0.046566            0.882968            2.000000
  502         1.0079181246047623E+001         8.1498838325840861E-001         8.1367755749222281E-001         3.7408877921823382E+000         6.8682706286307116E-001         2.9650107133077803E+000         1.2918509900912671E+000        -2.2000000000000002E+000           -2.328978            2.101372            2.265181            1.696038            1.310641            0.920185            0.403806           -0.007986           -0.057859            1.468680            1.847157            1.795013            2.337723            1.773205            1.522283            1.848046            1.014834            1.516208            1.850984            1.869070            1.013530            1.023221            1.520806            1.851271            1.007476           -0.096684            0.838336            2.000000
  503         1.0079181246047623E+001         8.1508947370193030E-001         8.1375046943221008E-001         3.7397775943293863E+000         6.9747485459125880E-001         2.9437517168802128E+000         1.3087057821358354E+000        -2.2000000000000002E+000           -2.327819            2.069400            2.228892            1.655765            1.268238            0.875963            0.356636           -0.057414           -0.107818            1.426945            1.807799            1.755190            2.302528            1.733379            1.480730            1.808850            0.970987            1.474656            1.811670            1.829957            0.969676            0.979303            1.479272            1.811969            0.963590           -0.146765            0.793729            2.000000
  504         1.0079181246047623E+001         8.1518833058510909E-001         8.1382017599648937E-001         3.7386656799967670E+000         7.0810920724030235E-001         2.9225178042635509E+000         1.3255268301034437E+000        -2.2000000000000002E+000           -2.325929            2.037675            2.192744            1.615566            1.225930            0.831797            0.309532           -0.106766           -0.157711            1.385286            1.768511            1.715454            2.267498            1.693630            1.439254            1.769752            0.927207            1.433180            1.772452            1.790945            0.925889            0.935448            1.437814            1.772763            0.919770           -0.196779            0.749163            2.000000
  505         1.0079181246047623E+001         8.1528502686505566E-001         8.1388673718076676E-001         3.7375514106143664E+000         7.1872766090295426E-001         2.9013139196277171E+000         1.3423066598991458E+000        -2.2000000000000002E+000           -2.323533            2.006213            2.156763            1.575466            1.183739            0.787709            0.262515           -0.156027           -0.207520            1.343726            1.729321            1.675829            2.232656            1.653984            1.397878            1.730778            0.883517            1.391804            1.733354            1.752056            0.882191            0.891679            1.396456            1.733678            0.876039           -0.246708            0.704664            2.000000
  506         1.0079181246047623E+001         8.1537970247186253E-001         8.1395028863830865E-001         3.7364329626760311E+000         7.2933555692435381E-001         2.8801294555051959E+000         1.3590486601886029E+000        -2.2000000000000002E+000           -2.320934            1.975010            2.120955            1.535472            1.141666            0.743698            0.215571           -0.205216           -0.257268            1.302265            1.690235            1.636322            2.198014            1.614447            1.356603            1.691931            0.839914            1.350530            1.694381            1.713297            0.838581            0.847993            1.355201            1.694718            0.832394           -0.296575            0.660228            2.000000
  507         1.0079181246047623E+001         8.1547270712351017E-001         8.1401109769598246E-001         3.7353174300691485E+000         7.3993507854695539E-001         2.8589601601793646E+000         1.3757855730062736E+000        -2.2000000000000002E+000           -2.318743            1.943894            2.085202            1.495503            1.099643            0.699709            0.168660           -0.254366           -0.306982            1.260832            1.651165            1.596846            2.163439            1.574939            1.315356            1.653121            0.796342            1.309283            1.655444            1.674576            0.795001            0.804333            1.313973            1.655793            0.788778           -0.346406            0.615803            2.000000
  508         1.0079181246047623E+001         8.1556441130663404E-001         8.1406952332549176E-001         3.7342011491242895E+000         7.5056076385196169E-001         2.8377371350954279E+000         1.3925718198368520E+000        -2.2000000000000002E+000           -2.317152            1.912753            2.049390            1.455438            1.057539            0.655605            0.121632           -0.303632           -0.356822            1.219299            1.611991            1.557281            2.128818            1.535337            1.274009            1.614226            0.752664            1.267936            1.616420            1.635770            0.751316            0.760563            1.272645            1.616783            0.745056           -0.396361            0.571252            2.000000
  509         1.0079181246047623E+001         8.1565552345650438E-001         8.1412621121445827E-001         3.7330900340582711E+000         7.6126303122441918E-001         2.8163598677291022E+000         1.4095318943176949E+000        -2.2000000000000002E+000           -2.316055            1.881237            2.013171            1.414949            1.015036            0.611083            0.074198           -0.353296           -0.407061            1.177345            1.572386            1.517296            2.093796            1.495313            1.232242            1.574916            0.708576            1.226169            1.576980            1.596549            0.707219            0.716379            1.230898            1.577355            0.700922           -0.446714            0.526276            2.000000
  510         1.0079181246047623E+001         8.1574648365059321E-001         8.1418154178008439E-001         3.7319975100607290E+000         7.7209528395740812E-001         2.7947217113853231E+000         1.4268263037935012E+000        -2.2000000000000002E+000           -2.315193            1.848843            1.976048            1.373603            0.971724            0.565765            0.026014           -0.403676           -0.458010            1.134554            1.531903            1.476451            2.057871            1.454426            1.189637            1.534742            0.663690            1.183565            1.536675            1.556462            0.662324            0.671395            1.188313            1.537064            0.655990           -0.497772            0.480502            2.000000
  511         1.0079181246047623E+001         8.1583698699857332E-001         8.1423514989096279E-001         3.7309529429534805E+000         7.8305669847831361E-001         2.7728241574315575E+000         1.4445708644063235E+000        -2.2000000000000002E+000           -2.314532            1.815020            1.937531            1.331052            0.927304            0.519414           -0.023085           -0.454883           -0.509756            1.090618            1.490173            1.434382            2.020536            1.412315            1.145882            1.493325            0.617757            1.139810            1.495129            1.515128            0.616384            0.625366            1.144578            1.495530            0.610014           -0.549621            0.433709            2.000000
  512         1.0079181246047623E+001         8.1592568304112500E-001         8.1428572765769558E-001         3.7299732997213599E+000         7.9409217651757125E-001         2.7507767702509103E+000         1.4627232475563532E+000        -2.2000000000000002E+000           -2.313999            1.779703            1.897643            1.287366            0.881876            0.472168           -0.072917           -0.506707           -0.562079            1.045631            1.447256            1.391153            1.981767            1.369043            1.101068            1.450718            0.570908            1.094998            1.452394            1.472596            0.569527            0.578423            1.099784            1.452808            0.563122           -0.602036            0.386044            2.000000
  513         1.0079181246047623E+001         8.1601174272330501E-001         8.1433241393017153E-001         3.7290547123192526E+000         8.0513925617437609E-001         2.7287040724613094E+000         1.4811430572615367E+000        -2.2000000000000002E+000           -2.313602            1.743253            1.856788            1.242908            0.835790            0.424375           -0.123149           -0.558820           -0.614652            0.999949            1.403515            1.347124            1.941939            1.324973            1.055551            1.407282            0.523488            1.049484            1.408835            1.429229            0.522100            0.530913            1.054286            1.409261            0.515662           -0.654693            0.337852            2.000000
  514         1.0079181246047623E+001         8.1609477236028916E-001         8.1437486187039032E-001         3.7281784943194900E+000         8.1618050364278361E-001         2.7066407588133057E+000         1.4997206801992986E+000        -2.2000000000000002E+000           -2.313318            1.706091            1.815336            1.197989            0.789322            0.376273           -0.173587           -0.611065           -0.667331            0.953856            1.359279            1.302617            1.901458            1.280426            1.009620            1.363347            0.475745            1.003555            1.364778            1.385358            0.474352            0.483083            1.008374            1.365216            0.467881           -0.707448            0.289367            2.000000
  515         1.0079181246047623E+001         8.1617498055477022E-001         8.1441317537738844E-001         3.7273301733963717E+000         8.2721415127238784E-001         2.6845904142770833E+000         1.5183946917660358E+000        -2.2000000000000002E+000           -2.313040            1.668500            1.773514            1.152791            0.742624            0.327991           -0.224141           -0.663379           -0.720062            0.907515            1.314745            1.257820            1.860584            1.235591            0.963441            1.319110            0.427813            0.957378            1.320422            1.341184            0.426414            0.435064            0.962213            1.320871            0.419912           -0.760253            0.240711            2.000000
  516         1.0079181246047623E+001         8.1625249524680976E-001         8.1444747490169722E-001         3.7264985122648193E+000         8.3824389719150461E-001         2.6625457073126375E+000         1.5371275390780577E+000        -2.2000000000000002E+000           -2.312834            1.630668            1.731479            1.107434            0.695794            0.279603           -0.274765           -0.715739           -0.772829            0.861029            1.270040            1.212858            1.819492            1.190590            0.917116            1.274700            0.379771            0.911056            1.275895            1.296836            0.378365            0.386935            0.915907            1.276355            0.371832           -0.813090            0.191953            2.000000
  517         1.0079181246047623E+001         8.1632769887476364E-001         8.1447791815819648E-001         3.7256808730980664E+000         8.4926566651819857E-001         2.6405148385159718E+000         1.5559005210644339E+000        -2.2000000000000002E+000           -2.312600            1.592667            1.689303            1.061967            0.648878            0.231151           -0.325426           -0.768117           -0.825606            0.814445            1.225218            1.167784            1.778250            1.145477            0.870695            1.230173            0.331660            0.864638            1.231250            1.252369            0.330248            0.338738            0.869505            1.231721            0.323684           -0.865935            0.143135            2.000000
  518         1.0079181246047623E+001         8.1640053851658045E-001         8.1450457389845332E-001         3.7248711513066457E+000         8.6028606821740494E-001         2.6184846503017956E+000         1.5747024372971641E+000        -2.2000000000000002E+000           -2.312396            1.554574            1.647052            1.016434            0.601905            0.182654           -0.376119           -0.820520           -0.878402            0.767797            1.180327            1.122641            1.736929            1.100296            0.824212            1.185574            0.283503            0.818157            1.186535            1.207832            0.282085            0.290494            0.823040            1.187018            0.275490           -0.918799            0.094272            2.000000
  519         1.0079181246047623E+001         8.1647119585804473E-001         8.1452752670127437E-001         3.7240647367684385E+000         8.7130935026331113E-001         2.5964466741301893E+000         1.5935233432361482E+000        -2.2000000000000002E+000           -2.312231            1.516459            1.604779            0.970869            0.554901            0.134127           -0.426841           -0.872954           -0.931229            0.721111            1.135405            1.077467            1.695589            1.055084            0.777696            1.140945            0.235316            0.771642            1.141790            1.163264            0.233892            0.242221            0.776542            1.142284            0.227267           -0.971691            0.045380            2.000000
  520         1.0079181246047623E+001         8.1653970364094142E-001         8.1454677338703330E-001         3.7232592573829084E+000         8.8233804727983034E-001         2.5743958317114277E+000         1.6123588197270684E+000        -2.2000000000000002E+000           -2.312093            1.478357            1.562517            0.925290            0.507879            0.085579           -0.477591           -0.925424           -0.984090            0.674403            1.090474            1.032282            1.654265            1.009860            0.731160            1.096305            0.187109            0.725109            1.097035            1.118687            0.185679            0.193927            0.730025            1.097540            0.179024           -1.024619           -0.003535            2.000000
  521         1.0079181246047623E+001         8.1660622991031417E-001         8.1456238865306418E-001         3.7224540136448674E+000         8.9337170183565440E-001         2.5523330821308958E+000         1.6312051538865506E+000        -2.2000000000000002E+000           -2.311949            1.440282            1.520275            0.879707            0.460847            0.037019           -0.528362           -0.977922           -1.036981            0.627681            1.045543            0.987095            1.612966            0.964635            0.684615            1.051665            0.138892            0.678565            1.052280            1.074110            0.137456            0.145621            0.683499            1.052796            0.130770           -1.077575           -0.052463            2.000000
  522         1.0079181246047623E+001         8.1667083163405951E-001         8.1457436362780755E-001         3.7216486013959029E+000         9.0441025716225432E-001         2.5302585239592723E+000         1.6500606155438926E+000        -2.2000000000000002E+000           -2.311798            1.402245            1.478063            0.834127            0.413810           -0.011549           -0.579152           -1.030449           -1.089901            0.580951            1.000621            0.941913            1.571705            0.919415            0.638066            1.007032            0.090666            0.632017            1.007532            1.029542            0.089224            0.097306            0.636969            1.008059            0.082507           -1.130561           -0.101401            2.000000
  523         1.0079181246047623E+001         8.1673325081541170E-001         8.1458275940994462E-001         3.7208401287209263E+000         9.1545901676730013E-001         2.5081615892192017E+000         1.6689242440540797E+000        -2.2000000000000002E+000           -2.311676            1.364277            1.435905            0.788559            0.366773           -0.060127           -0.629969           -1.083021           -1.142868            0.534219            0.955720            0.896747            1.530507            0.874213            0.591520            0.962420            0.042433            0.585472            0.962805            0.984995            0.040985            0.048984            0.590441            0.963343            0.034238           -1.183593           -0.150350            2.000000
  524         1.0079181246047623E+001         8.1679422313446493E-001         8.1458742925081462E-001         3.7200258212768436E+000         9.2651871702547661E-001         2.4860406927245835E+000         1.6877864147940995E+000        -2.2000000000000002E+000           -2.311555            1.327014            1.393962            0.742937            0.319603           -0.108869           -0.680905           -1.135609           -1.195878            0.487415            0.910818            0.851580            1.489598            0.828984            0.544907            0.917842           -0.005954            0.538855            0.918104            0.940488           -0.007414            0.000506            0.543846            0.918656           -0.014187           -1.236678           -0.199459            2.000000
  525         1.0079181246047623E+001         8.1685328085816766E-001         8.1458855146854869E-001         3.7192093375295938E+000         9.3758607941870853E-001         2.4639025291296157E+000         1.7066552045915639E+000        -2.2000000000000002E+000           -2.311421            1.290171            1.352144            0.697276            0.272346           -0.157715           -0.731919           -1.188220           -1.248925            0.440562            0.865913            0.806404            1.448861            0.783735            0.498247            0.873278           -0.054439            0.492187            0.873413            0.895999           -0.055913           -0.048070            0.497204            0.873980           -0.062711           -1.289803           -0.248668            2.000000
  526         1.0079181246047623E+001         8.1691067118027361E-001         8.1458603865585222E-001         3.7183865485150887E+000         9.4866640711581340E-001         2.4417364214566124E+000         1.7255247039277526E+000        -2.2000000000000002E+000           -2.311291            1.253470            1.310431            0.651663            0.225112           -0.206555           -0.782956           -1.240883           -1.302024            0.393736            0.821068            0.761280            1.408244            0.738539            0.451615            0.828771           -0.102915            0.445549            0.828779            0.851569           -0.104403           -0.096637            0.450590            0.829361           -0.111225           -1.342980           -0.297875            2.000000
  527         1.0079181246047623E+001         8.1696647299280012E-001         8.1457980418043818E-001         3.7175603482452138E+000         9.5975395595475510E-001         2.4195537931899702E+000         1.7443950005261399E+000        -2.2000000000000002E+000           -2.311159            1.216884            1.268760            0.606090            0.177899           -0.255383           -0.834004           -1.293581           -1.355157            0.346936            0.776276            0.716200            1.367723            0.693389            0.405009            0.784312           -0.151377            0.398936            0.784193            0.807188           -0.152880           -0.145192            0.404003            0.784790           -0.159727           -1.396191           -0.347072            2.000000
  528         1.0079181246047623E+001         8.1702063741580511E-001         8.1456989416107184E-001         3.7167256126748605E+000         9.7085814571230467E-001         2.3973358458725933E+000         1.7632644377598230E+000        -2.2000000000000002E+000           -2.311041            1.180469            1.227209            0.560576            0.130716           -0.304202           -0.885079           -1.346338           -1.408352            0.300171            0.731560            0.671184            1.327346            0.648305            0.358441            0.739924           -0.199827            0.352361            0.739677            0.762880           -0.201344           -0.193735            0.357452            0.740289           -0.208216           -1.449463           -0.396263            2.000000
  529         1.0079181246047623E+001         8.1707312305754642E-001         8.1455636923875074E-001         3.7158815947580273E+000         9.8197989844269218E-001         2.3750807696853813E+000         1.7821318715532652E+000        -2.2000000000000002E+000           -2.310925            1.144243            1.185797            0.515127            0.083567           -0.353009           -0.936181           -1.399158           -1.461613            0.253447            0.686925            0.626237            1.287123            0.603294            0.311913            0.695613           -0.248260            0.305827            0.695239            0.718651           -0.249793           -0.242263            0.310943            0.695865           -0.256690           -1.502802           -0.445446            2.000000
  530         1.0079181246047623E+001         8.1712439228257483E-001         8.1453883009514605E-001         3.7150384675272048E+000         9.9310060203294270E-001         2.3528255305001013E+000         1.8010007698104753E+000        -2.2000000000000002E+000           -2.310815            1.108089            1.144473            0.469711            0.036440           -0.401793           -0.987274           -1.451985           -1.514877            0.206747            0.642334            0.581324            1.246963            0.558320            0.265409            0.651336           -0.296673            0.259317            0.650835            0.674458           -0.298221           -0.290771            0.264458            0.651475           -0.305142           -1.556143           -0.494605            2.000000
  531         1.0079181246047623E+001         8.1717395818329408E-001         8.1451755008291116E-001         3.7141849769799395E+000         1.0042407846151251E+000         2.3305292609673205E+000         1.8198671727857805E+000        -2.2000000000000002E+000           -2.310713            1.072143            1.103297            0.424368           -0.010650           -0.450564           -1.038397           -1.504882           -1.568214            0.160093            0.597834            0.536488            1.206972            0.513427            0.218952            0.607145           -0.345068            0.212854            0.606516            0.630352           -0.346630           -0.339261            0.218020            0.607171           -0.353577           -1.609557           -0.543754            2.000000
  532         1.0079181246047623E+001         8.1722213885601847E-001         8.1449239363282366E-001         3.7133220146318511E+000         1.0153974505816838E+000         2.3081978557695915E+000         1.8387286553265445E+000        -2.2000000000000002E+000           -2.310609            1.036405            1.062271            0.379102           -0.057694           -0.499311           -1.089538           -1.557837           -1.621612            0.113490            0.553432            0.491735            1.167151            0.468621            0.172547            0.563044           -0.393437            0.166443            0.562288            0.586339           -0.395014           -0.387727            0.171634            0.562957           -0.401986           -1.663032           -0.592881            2.000000
  533         1.0079181246047623E+001         8.1726886029186252E-001         8.1446336420437859E-001         3.7124585563799988E+000         1.0265565159523757E+000         2.2858594833457104E+000         1.8575929530605180E+000        -2.2000000000000002E+000           -2.310512            1.000759            1.021310            0.333875           -0.104717           -0.548037           -1.140676           -1.610809           -1.675024            0.066913            0.509078            0.447018            1.127404            0.423856            0.126168            0.518982           -0.441787            0.120058            0.518098            0.542365           -0.443379           -0.436173            0.125273            0.518781           -0.450376           -1.716520           -0.641985            2.000000
  534         1.0079181246047623E+001         8.1731433219655258E-001         8.1443021295082341E-001         3.7115943075311284E+000         1.0377161840683189E+000         2.2635175896935169E+000         1.8764552938969239E+000        -2.2000000000000002E+000           -2.310422            0.965224            0.980431            0.288700           -0.151704           -0.596730           -1.191803           -1.663793           -1.728445            0.020375            0.464787            0.402354            1.087747            0.379148            0.079826            0.474973           -0.490106            0.073710            0.473962            0.498445           -0.491713           -0.484589            0.078951            0.474660           -0.498735           -1.770016           -0.691055            2.000000
  535         1.0079181246047623E+001         8.1735862982391327E-001         8.1439313063984953E-001         3.7107220384017192E+000         1.0488909684657792E+000         2.2411432566649183E+000         1.8953157861742058E+000        -2.2000000000000002E+000           -2.310338            0.929884            0.939688            0.243598           -0.198651           -0.645400           -1.242947           -1.716833           -1.781922           -0.026115            0.420588            0.357764            1.048247            0.334519            0.033531            0.431045           -0.538401            0.027411            0.429908            0.454609           -0.540023           -0.532981            0.032676            0.430619           -0.547071           -1.823569           -0.740103            2.000000
  536         1.0079181246047623E+001         8.1740145898041816E-001         8.1435185157485324E-001         3.7098434761768786E+000         1.0600775131026636E+000         2.2187430701478128E+000         1.9141746265486144E+000        -2.2000000000000002E+000           -2.310256            0.894722            0.899070            0.198564           -0.245559           -0.694045           -1.294102           -1.769918           -1.835445           -0.072560            0.376474            0.313243            1.008887            0.289966           -0.012718            0.387193           -0.586671           -0.018843            0.385929            0.410850           -0.588308           -0.581348           -0.013553            0.386653           -0.595381           -1.877168           -0.789123            2.000000
  537         1.0079181246047623E+001         8.1744303610987568E-001         8.1430616488926910E-001         3.7089643001022523E+000         1.0712657723908778E+000         2.1963369245304385E+000         1.9330344408265359E+000        -2.2000000000000002E+000           -2.310182            0.859668            0.858527            0.153579           -0.292436           -0.742659           -1.345248           -1.823018           -1.888980           -0.118969            0.332420            0.268770            0.969612            0.245465           -0.058933            0.343388           -0.634914           -0.065062            0.341998            0.367139           -0.636565           -0.629687           -0.059749            0.342736           -0.643663           -1.930777           -0.838110            2.000000
  538         1.0079181246047623E+001         8.1748337221836009E-001         8.1425626527544148E-001         3.7080748842516877E+000         1.0824713277450693E+000         2.1738938212772987E+000         1.9518878881326600E+000        -2.2000000000000002E+000           -2.310107            0.824862            0.818156            0.108689           -0.339255           -0.791238           -1.396407           -1.876178           -1.942577           -0.165312            0.288485            0.224395            0.930533            0.201069           -0.105083            0.299690           -0.683121           -0.111216            0.298174            0.323537           -0.684788           -0.677991           -0.105878            0.298925           -0.691911           -1.984449           -0.887062            2.000000
  539         1.0079181246047623E+001         8.1752254848100081E-001         8.1420179337500809E-001         3.7071799773131300E+000         1.0936864372054904E+000         2.1514290339250830E+000         1.9707384792992730E+000        -2.2000000000000002E+000           -2.310041            0.790238            0.777911            0.063874           -0.386030           -0.839782           -1.447568           -1.929374           -1.996210           -0.211603            0.244640            0.180094            0.891596            0.156754           -0.151181            0.256071           -0.731296           -0.157317            0.254429            0.280015           -0.732977           -0.726263           -0.151956            0.255193           -0.740125           -2.038157           -0.935977            2.000000
  540         1.0079181246047623E+001         8.1756051245660943E-001         8.1414266428354143E-001         3.7062775929177052E+000         1.1049138404691146E+000         2.1289370197612123E+000         1.9895837482448215E+000        -2.2000000000000002E+000           -2.309982            0.755835            0.737818            0.019149           -0.432748           -0.888286           -1.498731           -1.982615           -2.049887           -0.257830            0.200906            0.135884            0.852832            0.112536           -0.197216            0.212549           -0.779432           -0.203355            0.210781            0.236592           -0.781128           -0.774495           -0.197971            0.211558           -0.788300           -2.091909           -0.984848            2.000000
  541         1.0079181246047623E+001         8.1759746359651708E-001         8.1407891401054677E-001         3.7053726609020128E+000         1.1161459744208191E+000         2.1064329093737948E+000         2.0084282880854607E+000        -2.2000000000000002E+000           -2.309927            0.721587            0.697830           -0.025510           -0.479426           -0.936753           -1.549888           -2.035880           -2.103588           -0.304010            0.157251            0.091737            0.814186            0.068389           -0.243206            0.169093           -0.827536           -0.249348            0.167200            0.193236           -0.829246           -0.822695           -0.243940            0.167989           -0.836444           -2.145684           -1.033679            2.000000
  542         1.0079181246047623E+001         8.1763352339281203E-001         8.1401017792760288E-001         3.7044554612733327E+000         1.1273969793675078E+000         2.0838881972020982E+000         2.0272614994641165E+000        -2.2000000000000002E+000           -2.309864            0.687642            0.658051           -0.070047           -0.526026           -0.985168           -1.601050           -2.089202           -2.157349           -0.350103            0.113745            0.047715            0.775777            0.024375           -0.289108            0.125771           -0.875589           -0.295253            0.123752            0.150016           -0.877314           -0.870844           -0.289821            0.124553           -0.884536           -2.199521           -1.082456            2.000000
  543         1.0079181246047623E+001         8.1766864492774938E-001         8.1393623180784247E-001         3.7035312258692294E+000         1.1386593119120327E+000         2.0613178395432148E+000         2.0460892229367564E+000        -2.2000000000000002E+000           -2.309822            0.653926            0.618427           -0.114489           -0.572567           -1.033536           -1.652210           -2.142565           -2.211151           -0.396126            0.070353            0.003788            0.737544           -0.019537           -0.334943            0.082548           -0.923600           -0.341090            0.080405            0.106898           -0.925339           -0.918950           -0.335635            0.081217           -0.932585           -2.253397           -1.131183            2.000000
